20050116:0710,0.0,0.0,-2.4,0.55,0.0
20050116:0810,113.01,10.71,-1.97,0.28,0.0
20050116:0910,241.01,16.32,-0.15,0.34,0.0
20050116:1010,312.01,19.81,1.45,1.03,0.0
20050116:1110,355.01,20.82,2.4,1.79,0.0
20050116:1210,336.01,19.25,2.95,2.28,0.0
20050116:1310,277.01,15.26,2.95,2.83,0.0
20050116:1410,170.01,9.25,2.43,2.62,0.0
20050116:1510,15.0,1.66,0.9,2.76,0.0
20050116:1610,0.0,0.0,-0.64,2.69,0.0
20050116:1710,0.0,0.0,-1.38,2.62,0.0
20050116:1810,0.0,0.0,-1.91,2.62,0.0
20050116:1910,0.0,0.0,-1.88,2.9,0.0
20050116:2010,0.0,0.0,-2.03,2.83,0.0
20050116:2110,0.0,0.0,-2.23,2.9,0.0
20050116:2210,0.0,0.0,-2.36,3.03,0.0
20050116:2310,0.0,0.0,-2.44,3.1,0.0
20050117:0010,0.0,0.0,-2.53,3.1,0.0
20050117:0110,0.0,0.0,-2.74,2.9,0.0
20050117:0210,0.0,0.0,-3.13,2.48,0.0
20050117:0310,0.0,0.0,-3.69,2.21,0.0
20050117:0410,0.0,0.0,-4.18,2.21,0.0
20050117:0510,0.0,0.0,-4.49,2.21,0.0
20050117:0610,0.0,0.0,-4.81,2.0,0.0
20050117:0710,0.0,0.0,-4.82,2.0,0.0
20050117:0810,122.01,10.85,-3.22,1.79,0.0
20050117:0910,236.01,16.48,-0.92,2.21,0.0
20050117:1010,315.01,19.99,0.56,2.69,0.0
20050117:1110,361.02,21.02,1.92,2.97,0.0
20050117:1210,332.01,19.45,2.82,3.17,0.0
20050117:1310,263.01,15.47,3.23,3.52,0.0
20050117:1410,176.01,9.45,2.66,3.31,0.0
20050117:1510,20.0,1.87,0.85,3.38,0.0
20050117:1610,0.0,0.0,-0.99,3.31,0.0
20050117:1710,0.0,0.0,-1.88,3.24,0.0
20050117:1810,0.0,0.0,-2.55,3.1,0.0
20050117:1910,0.0,0.0,-3.01,2.97,0.0
20050117:2010,0.0,0.0,-3.39,2.62,0.0
20050117:2110,0.0,0.0,-3.75,2.48,0.0
20050117:2210,0.0,0.0,-4.05,2.41,0.0
20050117:2310,0.0,0.0,-4.3,2.41,0.0
20050118:0010,0.0,0.0,-4.48,2.48,0.0
20050118:0110,0.0,0.0,-4.52,2.69,0.0
20050118:0210,0.0,0.0,-4.49,2.97,0.0
20050118:0310,0.0,0.0,-4.44,3.1,0.0
20050118:0410,0.0,0.0,-4.41,3.38,0.0
20050118:0510,0.0,0.0,-4.38,3.59,0.0
20050118:0610,0.0,0.0,-4.39,3.86,0.0
20050118:0710,0.0,0.0,-4.37,3.66,0.0
20050118:0810,71.0,10.99,-3.91,4.07,0.0
20050118:0910,90.0,16.64,-3.05,5.1,0.0
20050118:1010,40.0,20.17,-2.72,5.45,0.0
20050118:1110,73.0,21.22,-2.31,5.72,0.0
20050118:1210,83.0,19.67,-2.08,5.79,0.0
20050118:1310,29.0,15.69,-1.62,5.79,0.0
